Timestamps,
12082015,3
12083563,0
12085530,0
12099450,2
12109026,4
12110763,20
12113020,4
12129155,0
12133099,2
12134593,2
12136921,0
12137285,1
12137868,1
12141461,3
12142147,3
12150642,20
12160757,4
12163479,4
12176435,2
12182210,0
12184713,1
12186084,2
12187302,0
12189866,3
12191727,20
12192582,1
12193993,3
12207441,4
12211835,4
12219257,20
12229268,2
12232488,2
12235978,1
12237329,1
12238992,3
12241403,3
12242552,0
12245301,0
12268822,4
12269997,20
12273589,4
12276750,2
12285256,2
12288029,0
12295850,0
12297012,1
12298217,1
12299320,3
12299713,20
12303117,3
12318504,4
12324007,4
12336375,2
12338406,3
12339986,3
12342607,0
12344133,0
12347040,1
12350569,20
12351065,1
12359776,2
12367554,4
12373409,4
12379566,20
12388943,2
12392354,2
12397293,1
12398348,1
12399334,3
12400946,3
12402730,0
12404963,0
12419444,4
12420576,20
12421372,4
12437292,2
12444545,1
12445815,2
12446869,3
12448640,0
12456689,0
12461057,20
12467705,4
12473614,4
12489628,2
12492756,2
12496900,1
12497498,3
12498591,1
12499886,20
12501616,0
12503161,3
12505519,0
12519502,4
12520190,4
12529114,20
12537913,2
12545125,2
12556368,1
12557353,1
12559195,3
12560850,3
12564077,0
12566255,0
12570520,20
12580966,4
12582544,4
12596770,2
12599582,3
12601118,3
12604585,1
12606219,2
12609506,0
12611067,20
12611603,1
12615602,0
12627374,4
12633045,4
12650208,20
12651405,2
12653651,2
12657243,3
12658313,1
12659264,1
12660151,3
12663025,0
12674885,0
12680345,4
12682139,4
12689072,20
12696907,2
12704547,1
12705866,2
12706640,3
12708846,1
12713136,3
12722917,0
12726513,0
12728961,4
12730055,20
12733166,4
12750725,2
12753415,2
12757266,1
12758639,1
12759916,3
12760711,3
12769552,20
12770901,0
12776104,0
12790401,4
12793055,4
12805764,3
12809043,2
12810207,20
12811064,3
12813101,2
12816492,1
12817860,1
12824224,0
12829589,0
12840530,4
12843098,4
12849081,20
12856886,2
12864524,1
12866829,3
12868112,2
12870327,1
12873146,3
12880143,20
12883472,0
12885064,0
12888961,4
12893008,4
12911338,2
12913034,2
12916996,1
12917576,1
12918941,20
12919546,3
12920420,3
12929608,0
12934756,0
12940839,4
12941626,4
12957926,2
12960110,20
12965133,1
12966431,2
12967465,3
12970499,1
12971707,3
12983449,0
12984813,0
12990329,4
12993175,4
12999500,20
13009535,2
13014034,2
13018581,3
13020551,3
13024690,1
13030244,1
13041428,0
13042343,20
13044009,0
13047507,4
13053427,4
13066993,3
13071546,2
13072819,3
13074804,2
13077483,1
13078160,1
13079197,20
13089574,0
13094770,0
13100145,4
13100883,4
13118082,2
13120040,20
13124920,1
13126500,3
13127752,2
13130382,1
13132491,3
13141832,0
13142953,0
13147444,4
13153395,4
13159515,20
13170956,2
13173623,2
13176642,1
13177935,3
13178539,1
13181320,3
13199887,4
13201117,20
13201815,4
13202892,0
13203700,0
13226139,3
13231787,2
13237918,1
13239022,1
13239955,20
13248751,0
13256108,0
13260060,4
13263502,4
13270694,20
13278997,2
13280159,3
13281727,3
13286261,2
13286815,1
13290091,1
13307984,4
13309698,20
13310629,0
13314410,4
13316452,0
13331322,2
13333589,2
13337258,1
13337603,3
13338465,1
13339575,3
13350583,20
13360125,4
13362770,4
13364040,0
13366608,0
13379326,2
13385456,1
13386532,2
13387161,3
13388979,1
13389547,20
13391743,3
13409011,4
13410992,0
13413064,4
13415419,0
13433362,2
13435045,20
13436288,2
13436966,1
13437791,1
13438065,3
13439211,3
13461028,4
13462547,0
13463606,4
13465255,0
13469839,20
13486176,3
13490206,3
13490753,2
13492372,2
13495597,1
13497447,1
13510483,20
13521611,4
13522289,4
13523877,0
13526651,0
13537463,3
13538826,2
13540263,3
13544161,1
13545965,2
13549539,20
13549978,1
13569799,0
13571615,4
13573432,4
13575807,0
13592432,2
13593547,20
13594432,2
13597370,1
13598305,1
13598955,3
13600931,3
13619554,4
13621342,4
13629414,20
13630896,0
13637430,2
13644110,1
13645369,3
13646059,2
13649858,0
13650180,1
13650420,3
13660673,20
13668991,4
13673359,4
13682688,0
13687492,0
13690263,2
13693980,2
13697231,1
13698096,1
13698288,3
13698784,3
13699606,20
13728948,4
13733186,4
13740208,20
13742609,0
13745385,3
13746599,0
13751349,3
13752032,2
13753090,2
13756812,1
13758188,1
13779606,20
13782435,4
13783907,4
13791189,0
13796622,0
13797405,3
13798605,2
13799995,3
13804595,1
13806621,2
13809815,1
13822568,20
13829017,4
13834214,4
13842652,0
13845536,3
13846833,0
13851348,3
13852020,2
13853551,2
13857209,1
13858044,1
13859903,20
13882321,4
13883878,4
13890152,0
13894940,0
13896182,3
13897929,3
13900364,20
13905784,1
13909636,1
13910582,2
13912195,2
13928875,4
13934043,4
13940310,20
13942362,0
13944865,0
13950354,2
13952495,2
13956636,1
13957403,1
13958920,3
13960226,3
13980401,20
13990975,4
13993414,4
14002675,0
14005432,3
14006954,0
14009912,20
14010767,3
14012395,2
14013516,2
14019282,1
14022532,1
14040491,4
14043144,4
14049797,0
14055917,0
14058913,2
14059836,3
14060373,3
14061687,20
14064074,1
14066274,2
14070358,1
14090998,20
14092070,4
14094158,4
14106039,3
14110132,2
14111159,3
14111861,0
14113226,2
14116759,1
14117118,0
14117921,1
14136898,20
14148682,4
14153165,4
14159362,3
14161005,3
14163281,0
14164468,0
14166443,1
14169989,20
14170535,1
14173098,2
14173990,2
14200531,4
14204107,4
14210398,0
14213117,20
14215402,0
14218785,3
14219902,2
14220665,3
14224587,1
14225473,2
14229802,1
14248803,4
14249815,20
14253228,4
14262523,0
14264055,0
14265856,3
14271830,3
14272581,2
14273844,2
14276825,1
14278316,1
14290729,20
14300192,4
14302674,4
14317902,3
14319910,2
14320814,3
14322343,0
14324720,1
14326004,0
14327076,2
14329799,20
14330406,1
14360027,4
14361608,4
14364866,3
14370733,20
14372327,0
14373647,3
14374442,2
14375487,2
14375924,0
14377558,1
14379126,1
14409124,4
14410608,20
14412996,4
14421534,0
14424718,3
14426459,0
14431264,3
14431861,2
14433468,2
14437400,1
14438019,1
14451997,20
14460918,4
14464552,4
14478869,3
14479565,2
14480660,3
14481606,20
14483150,0
14484536,1
14485385,2
14486732,0
14489684,1
14509315,4
14513264,4
14525148,3
14531418,20
14533193,2
14534713,3
14535100,2
14535474,0
14536478,0
14537946,1
14538568,1
14559506,20
14559969,4
14563610,4
14577941,3
14579239,3
14583169,0
14584930,1
14586919,0
14588810,1
14590589,2
14592541,2
14606822,20
14620128,4
14621548,4
14625878,3
14630817,2
14631771,3
14633748,2
14637238,1
14638415,1
14640046,20
14642418,0
14646701,0
14668840,4
14673458,4
14677836,3
14680627,3
14684714,20
14691432,0
14692969,2
14693719,2
14694003,0
14696160,1
14697545,1
14720178,20
14720919,4
14721591,4
14738672,3
14739871,2
14741522,3
14742522,0
14744122,1
14745874,2
14748122,0
14750572,1
14760597,20
14780927,4
14781839,4
14785480,3
14789905,3
14791559,2
14793214,2
14795833,1
14797287,1
14799881,20
14801559,0
14809623,0
14828902,4
14832931,4
14837467,3
14838229,3
14841017,20
14850081,0
14852124,2
14853229,2
14854773,0
14856301,1
14873158,1
14873786,20
14880073,4
14883681,4
14885359,3
14890245,3
14892001,2
14892684,2
14901487,0
14903165,0
14905110,1
14910899,20
14923676,1
14928781,4
14932974,4
14934849,3
14940645,3
14950144,20
14953091,2
14954046,2
14956250,1
14957697,1
14962469,0
14965251,0
14980155,4
14982632,3
14984761,4
14992818,3
14995015,20
14998587,2
15004342,1
15005204,2
15009097,0
15010190,1
15014215,0
15030129,20
15036192,3
15038094,3
15040173,4
15042744,4
15052648,2
15053492,2
15056483,1
15057744,1
15061547,0
15066320,0
15071050,20
15090445,4
15092929,4
15093626,3
15098036,3
15110306,2
15111297,20
15112157,2
15116410,1
15117569,1
15121962,0
15124034,0
15139761,4
15141585,3
15144528,4
15150526,3
15151415,20
15160285,2
15161553,0
15162921,1
15164424,0
15166308,2
15170207,1
15189700,20
15194029,3
15198041,3
15200012,4
15203968,4
15211764,2
15212863,2
15216495,1
15217620,1
15221857,0
15223446,0
15235966,20
15239199,4
15242783,3
15244226,4
15250508,3
15258593,2
15259762,20
15263883,1
15265816,2
15268710,0
15270607,1
15274931,0
15294555,3
15298047,3
15299776,4
15300856,20
15304494,4
15312206,2
15313224,2
15317283,1
15318167,1
15321145,0
15322497,0
15340258,20
15348997,4
15353000,4
15353513,3
15357946,3
15371760,2
15374704,2
15378100,1
15378784,1
15381851,0
15382949,0
15383932,20
15400131,4
15401731,3
15403152,4
15418688,2
15420706,20
15424306,1
15425404,3
15425683,2
15429881,0
15437786,0
15455273,3
15458140,3
15460676,4
15461754,4
15462518,20
15473770,2
15474614,2
15476681,1
15478431,1
15480687,0
15482429,0
15500656,20
15505257,3
15512045,4
15516020,4
15518695,2
15524968,1
15526288,2
15527220,3
15529450,1
15541301,20
15542909,0
15543773,0
15554766,3
15558502,3
15560367,4
15561635,4
15573535,2
15574457,2
15577478,1
15578447,1
15579778,20
15588784,0
15594002,0
15604263,3
15608673,4
15609938,3
15611645,4
15612287,20
15630516,2
15633594,2
15637036,1
15638332,1
15641408,0
15642841,0
15650416,20
15659695,4
15661363,4
15663476,3
15678515,2
15684074,1
15686114,3
15687250,2
15688024,0
15689658,1
15691153,20
15692842,0
15717210,3
15718187,3
15718958,4
15720542,4
15730998,20
15731715,2
15733589,2
15736944,1
15737475,1
15739490,0
15741214,0
15765213,3
15767407,4
15773406,20
15774718,4
15789704,3
15792062,2
15794809,2
15797017,1
15799992,0
15801029,0
15810561,20
15812802,1
15817381,3
15818192,3
15818855,4
15820093,4
15830914,2
15837156,1
15839836,2
15840296,1
15845386,0
15851062,20
15853963,0
15863570,3
15868389,4
15870689,3
15872872,4
15890345,20
15892502,2
15894235,2
15895921,1
15897043,1
15898834,0
15901491,0
15917041,3
15918754,3
15919805,4
15922407,4
15931147,20
15939803,2
15942069,1
15944158,0
15944973,2
15950503,1
15953781,0
15970206,20
15977853,3
15979580,3
15980822,4
15982850,4
15990299,2
15992291,2
15994514,1
15995642,0
15996343,1
16000648,0
16011214,20
16026785,3
16028773,4
16029701,3
16033581,4
16039209,2
16040510,20
16041477,1
16044572,2
16049809,1
16055564,0
16061767,0
16077918,3
16079521,3
16080793,4
16081732,20
16083490,4
16093506,1
16094661,0
16096903,1
16098777,2
16100240,0
16104997,2
16125814,20
16128243,4
16132907,4
16139022,3
16141550,3
16150322,2
16152411,2
16153557,1
16155740,0
16156956,1
16161145,0
16163725,20
16180428,4
16183741,4
16187155,3
16191005,3
16199491,2
16201836,20
16202929,1
16203878,0
16205556,2
16208568,1
16211859,0
16237994,3
16239012,4
16241119,3
16242325,4
16244256,20
16250688,2
16251508,2
16254410,1
16256389,0
16257133,1
16260819,0
16280125,20
16280616,4
16281305,4
16286568,3
16295611,3
16297591,2
16302065,1
16303476,0
16304038,2
16309627,1
16312950,0
16321406,20
16339030,3
16340087,4
16340859,4
16342289,3
16349411,2
16350426,20
16351405,2
16355218,1
16356182,0
16356786,1
16360417,0
16387598,4
16391962,20
16393207,4
16398776,3
16400682,3
16407998,2
16412342,2
16414093,1
16416119,0
16416955,1
16420394,0
16431107,20
16439599,4
16440528,4
16446774,3
16453169,3
16455614,2
16465403,1
16467920,2
16468701,0
16470922,1
16471696,20
16472866,0
16499165,3
16500318,4
16501063,4
16502083,3
16509910,2
16513051,20
16515244,1
16516168,2
16517693,0
16519460,1
16520516,0
16546170,4
16547289,3
16551328,3
16551888,4
16553818,20
16557291,2
16563643,1
16566084,2
16569932,0
16571222,1
16571988,0
16590287,20
16599636,4
16600989,4
16607875,3
16613218,2
16615457,2
16615753,3
16616371,1
16617234,1
16618228,0
16620252,0
16631272,20
16647320,4
16651722,4
16660085,3
16665377,3
16670122,20
16672351,2
16673209,2
16677230,1
16678033,1
16680424,0
16681271,0
16698203,4
16700478,4
16707926,3
16710790,3
16711529,20
16717931,2
16723251,1
16726191,2
16728116,0
16729884,1
16733153,0
16750468,20
16759614,4
16760775,4
16761067,3
16762109,3
16772760,2
16773994,2
16778155,1
16779473,1
16780403,0
16782689,0
16791325,20
16806949,3
16808169,4
16810857,3
16812812,4
16817977,2
16820206,20
16823462,1
16825251,2
16826841,0
16829999,1
16833058,0
16857293,4
16860002,4
16861699,20
16867822,3
16871707,3
16872438,2
16873776,2
16878299,1
16880781,1
16881027,0
16881891,0
16901115,20
16907572,4
16911651,4
16918031,3
16922036,3
16932233,2
16934455,2
16936835,1
16938223,1
16940709,0
16941820,20
16943520,0
16960186,4
16964818,4
16967416,3
16970979,3
16978768,2
16980832,20
16985027,1
16986376,2
16989303,0
16990401,1
16993502,0
17016602,4
17018892,3
17019997,4
17021398,20
17023198,3
17031649,2
17032458,2
17037519,1
17039301,1
17040625,0
17041729,0
17060666,20
17067175,4
17073778,4
17078897,2
17079778,3
17083675,3
17085476,1
17086389,2
17089255,1
17089917,0
17093753,0
17101330,20
17118214,4
17120147,4
17127277,3
17131292,3
17131970,2
17132828,2
17141190,20
17144889,1
17149735,1
17150769,0
17155098,0
17168242,4
17173693,4
17178862,3
17181207,20
17182635,3
17190277,2
17193262,2
17197915,1
17199173,1
17201608,0
17203137,0
17210928,20
17220314,4
17221411,4
17238650,2
17239631,3
17242835,3
17245068,1
17246116,2
17248802,0
17249916,1
17251539,20
17254758,0
17281211,4
17282513,4
17286871,3
17290944,2
17291794,20
17292240,3
17293090,2
17297565,1
17298243,1
17300755,0
17304325,0
17329235,4
17336069,20
17337645,4
17339037,3
17343279,3
17350565,2
17352269,2
17356681,1
17357640,1
17360645,0
17365446,0
17371132,20
17378385,4
17381322,4
17389146,3
17391276,3
17399331,2
17403077,1
17405657,2
17408951,0
17410851,1
17411599,20
17412743,0
17428882,4
17432712,4
17439040,3
17441686,3
17451044,20
17452615,2
17453325,2
17456246,1
17457091,1
17461458,0
17463968,0
17487407,4
17491879,20
17494153,4
17499297,2
17501099,3
17505414,2
17514494,1
17518899,3
17520283,0
17524210,0
17530422,20
17537088,1
17540025,4
17541169,4
17547853,3
17550125,2
17552888,2
17553217,3
17556153,1
17557055,1
17561755,20
17569652,0
17574441,0
17587137,4
17593367,4
17596928,2
17597975,3
17601035,20
17604431,3
17605937,2
17614353,1
17616987,1
17621391,0
17623258,0
17639497,4
17641579,20
17645032,4
17649398,3
17652699,3
17656874,2
17662465,1
17666427,2
17669817,0
17671647,1
17673924,0
17680975,20
17689357,4
17694067,4
17708966,3
17710985,2
17713514,2
17714748,1
17716979,1
17720226,0
17722905,0
17724224,20
17725909,3
17739537,4
17740350,4
17757850,2
17758670,3
17761249,3
17763294,1
17765472,20
17768973,2
17770126,1
17782232,0
17784116,0
17800339,4
17802912,4
17805235,20
17807780,3
17809924,2
17811765,3
17812875,2
17822010,1
17828890,0
17833863,0
17840996,20
17845041,1
17846644,4
17853160,4
17860122,3
17861874,3
17869400,2
17873463,2
17874518,1
17878180,1
17881411,20
17882397,0
17884093,0
17900922,4
17901745,4
17911021,20
17918243,2
17919088,3
17921729,3
17923443,1
17926480,2
17931420,1
17942425,0
17943213,0
17951786,20
17960632,4
17961972,4
17968397,3
17971431,2
17974422,3
17975018,2
17976049,1
17978348,1
17989979,0
17990913,20
17995119,0
18007502,4
18012832,4
18016787,2
18018349,3
18022075,1
18023629,3
18025096,2
18030293,1
18031921,20
18042522,0
18043171,0
18060192,4
18061418,4
18069093,2
18071050,20
18073261,2
18073971,1
18076993,1
18078693,3
18082454,3
18101812,0
18105531,0
18106925,4
18112780,4
18113563,20
18128050,3
18129597,2
18132023,2
18132580,1
18141526,0
18145360,0
18149468,3
18150572,20
18153617,1
18159407,4
18161258,4
18170502,2
18173668,1
18174453,2
18178146,1
18179030,3
18182488,3
18191455,20
18200692,0
18203307,0
18205785,4
18212632,4
18228079,3
18229279,2
18231103,20
18231894,3
18232218,2
18233909,1
18236931,1
18250432,0
18255305,0
18256826,4
18260103,4
18271932,20
18276678,2
18279323,3
18280702,3
18282148,1
18284916,2
18290961,1
18300932,0
18302393,0
18311176,20
18318151,4
18324113,4
18327948,2
18333401,2
18335264,1
18336895,1
18338744,3
18342567,3
18351705,20
18363609,0
18365094,0
18370605,4
18373268,4
18376325,2
18380892,20
18384760,2
18387280,3
18391857,3
18395232,1
18410200,0
18414197,0
18416424,1
18417385,4
18422129,20
18426573,4
18429125,2
18432631,2
18438790,3
18441560,3
18443110,1
18461359,20
18462024,0
18464135,1
18464906,0
18466048,4
18473208,4
18491111,2
18493070,2
18495390,1
18497390,1
18500443,3
18502154,20
18510501,0
18514254,0
18519178,4
18520223,3
18520478,4
18537811,2
18540626,20
18541298,1
18547055,3
18549765,1
18559602,2
18567219,3
18569743,0
18574458,0
18584961,4
18585899,4
18590104,20
18592477,2
18593355,2
18593802,1
18597115,1
18598300,3
18601659,3
18621255,20
18622052,0
18624186,0
18625874,4
18632681,4
18642329,2
18645195,2
18653385,1
18661392,20
18665047,3
18671174,0
18672867,0
18673269,1
18675265,3
18678536,4
18680273,4
18694977,2
18703307,1
18704193,20
18704562,2
18708928,3
18709931,1
18722236,0
18723839,0
18726181,4
18727931,3
18732264,20
18733175,4
18754078,2
18757298,1
18758322,1
18760326,3
18763578,3
18770698,20
18779971,4
18781179,0
18781552,4
18784778,0
18798109,2
18806456,1
18809625,1
18813152,20
18819487,2
18822089,3
18830606,0
18833183,0
18834807,3
18838626,4
18840108,4
18849223,2
18851461,20
18853873,2
18855642,1
18857399,1
18858900,3
18863308,3
18887319,4
18891770,0
18892831,4
18894115,20
18894884,0
18896719,2
18903753,2
18916433,1
18917676,1
18919349,3
18922926,3
18932649,20
18938048,4
18939833,4
18941910,0
18945553,0
18948471,2
18951688,2
18955726,1
18957497,1
18971935,20
18981452,3
18986968,4
18990083,0
18993009,4
18993879,3
18995820,0
18997792,2
19005285,2
19011292,20
19016060,1
19017559,1
19018709,3
19021308,3
19039865,4
19041741,0
19042585,4
19047977,0
19052826,20
19053816,2
19054537,2
19064037,1
19070259,1
19077864,3
19081550,3
19091913,0
19093264,20
19093836,4
19094116,0
19111940,2
19113130,2
19115106,1
19116928,1
19122384,20
19127447,3
19132167,3
19139132,4
19140682,4
19142613,0
19145489,0
19156641,2
19161451,20
19163521,1
19165864,2
19169731,1
19177967,3
19181534,3
19198754,4
19200546,4
19201923,20
19203135,0
19209167,2
19212197,2
19224068,1
19229617,1
19245628,3
19246762,20
19247434,4
19252627,0
19254169,4
19254427,0
19258989,3
19270237,2
19276836,1
19277496,1
19284537,20
19287048,3
19288267,2
19299151,4
19300239,4
19300572,0
19305982,0
19307332,3
19308592,2
19312027,2
19321481,20
19322554,1
19329596,1
19337660,3
19341415,3
19360331,4
19361265,4
19362738,20
19363851,0
19373834,0
19375532,2
19376138,1
19377122,1
19399892,4
19400763,4
19401390,3
19402588,20
19412562,0
19413806,0
19416744,3
19418043,2
19423453,1
19429727,1
19439777,2
19442066,20
19447708,3
19452266,3
19459591,4
19460407,4
19461887,0
19466468,0
19469586,2
19473459,2
19480971,20
19483272,1
19488970,1
19502037,3
19508261,4
19512849,4
19518675,3
19520293,0
19521648,20
19526104,0
19530734,2
19532620,2
19537096,1
19537823,1
19546330,3
19551560,20
19552154,3
19557755,4
19559443,4
19570535,0
19572668,2
19573332,2
19582956,1
19587983,0
19589164,1
19592705,20
19605641,4
19607433,3
19612375,4
19620557,0
19627210,0
19628260,3
19631207,2
19632249,20
19632623,2
19634806,1
19636551,1
19658916,3
19660046,4
19660719,4
19674584,20
19678222,3
19679043,2
19681270,0
19685329,0
19686741,2
19696266,1
19697338,1
19705794,3
19711405,20
19719426,4
19720649,4
19727001,3
19730436,0
19732057,2
19733005,2
19743167,1
19748504,0
19749589,1
19752224,20
19759283,3
19760864,3
19767030,4
19772766,4
19781828,0
19785940,0
19791761,2
19792701,20
19795937,1
19797347,1
19812403,2
19818025,4
19819914,3
19821439,4
19832334,20
19833972,2
19836083,2
19836321,3
19843652,0
19844596,1
19849309,1
19858242,0
19866114,3
19867676,4
19871066,20
19873135,4
19886568,3
19889964,0
19891673,2
19900493,1
19901239,1
19908245,0
19912248,2
19912869,20
19918893,3
19919687,4
19920433,4
19922092,3
19938624,2
19941273,20
19941935,0
19945232,2
19946795,0
19957715,1
19958451,1
19966058,3
19970568,3
19979535,4
19982230,20
19983911,4
19989325,0
19991311,2
19993093,2
19994436,0
20004476,1
20010385,1
20019114,3
20020871,3
20022321,20
20028145,4
20032550,4
20041091,0
20046035,0
20051623,2
20055992,1
20056906,1
20064534,20
20070400,2
20079067,3
20080354,3
20081823,4
20082795,4
20092230,2
20093212,2
20101272,20
20101837,0
20103855,0
20105501,1
20108931,1
20128204,4
20131561,4
20142372,20
20145813,3
20150286,0
20152082,2
20152743,2
20155424,0
20164917,1
20169931,1
20177975,4
20179363,3
20180272,3
20180506,4
20181346,20
20199531,2
20201067,0
20203985,0
20205549,2
20216946,1
20218012,1
20222310,20
20228288,4
20232594,4
20240309,3
20252954,2
20253682,2
20255033,3
20261196,20
20262582,0
20263798,1
20268964,1
20279065,0
20279732,4
20280489,4
20285954,3
20302262,20
20307399,3
20310256,0
20313643,2
20314841,0
20316475,1
20318098,1
20328819,2
20331628,20
20337774,4
20338583,3
20339366,3
20340224,4
20349415,2
20356950,2
20361180,0
20363987,0
20365053,1
20369651,1
20372570,20
20385593,3
20388246,4
20390901,3
20392489,4
20411441,2
20413351,20
20413660,2
20416770,1
20418007,1
20423417,0
20436151,0
20437594,3
20438677,4
20440803,3
20443191,4
20454860,20
20458619,2
20469201,2
20470203,0
20477329,1
20478148,1
20486998,4
20489766,0
20492211,20
20492713,4
20498442,3
20513531,2
20515186,2
20518455,3
20520899,0
20523348,1
20524509,0
20529573,1
20532580,20
20539295,4
20542000,4
20546309,3
20566609,3
20568500,0
20571389,2
20572518,20
20576778,1
20579676,1
20588472,0
20592493,2
20597004,3
20598861,3
20600050,4
20601381,4
20613615,20
20618985,2
20621062,0
20623591,0
20634688,1
20639163,1
20639643,2
20646734,3
20648148,4
20651504,20
20651931,4
20652229,3
20672844,2
20674277,2
20677485,1
20678743,1
20685479,0
20692390,20
20697004,0
20698994,4
20699785,4
20706772,3
20720043,2
20721512,20
20723946,2
20725148,3
20728523,0
20736234,1
20737517,1
20748693,0
20749936,4
20752296,4
20758796,3
20762396,20
20771162,2
20773012,2
20777540,3
20781519,0
20782209,0
20783852,1
20790270,1
20798796,4
20800181,4
20801800,20
20808115,3
